Tiempo, Transacciones_Completadas, Instr_Broadcast, Instr_Send, Latencia, Total_avg_Delay, Clk_Cycles, Time_elapsed, Monitor_Terminal, Delay_Terminal
690,          1,          1,          0,360.000000,360.000000,         35,        700,          0,'{0, 0, 0, 0, 0, 0, 0, 360} 
710,          2,          2,          0,360.000000,360.000000,         36,        720,          1,'{0, 0, 0, 0, 0, 0, 360, 360} 
730,          3,          3,          0,360.000000,240.000000,         37,        740,          2,'{0, 0, 0, 0, 0, 360, 360, 360} 
750,          4,          4,          0,360.000000,150.000000,         38,        760,          3,'{0, 0, 0, 0, 360, 360, 360, 360} 
770,          5,          5,          0,360.000000,102.000000,         39,        780,          4,'{0, 0, 0, 360, 360, 360, 360, 360} 
790,          6,          6,          0,360.000000,77.000000,         40,        800,          5,'{0, 0, 360, 360, 360, 360, 360, 360} 
810,          7,          7,          0,360.000000,62.428571,         41,        820,          6,'{0, 360, 360, 360, 360, 360, 360, 360} 
1090,          8,          8,          0,760.000000,102.803571,         55,       1100,          1,'{0, 360, 360, 360, 360, 360, 560, 360} 
1110,          9,          9,          0,760.000000,95.867063,         56,       1120,          2,'{0, 360, 360, 360, 360, 560, 560, 360} 
1130,         10,         10,          0,760.000000,85.586706,         57,       1140,          3,'{0, 360, 360, 360, 560, 560, 560, 360} 
1150,         11,         11,          0,760.000000,76.871519,         58,       1160,          4,'{0, 360, 360, 560, 560, 560, 560, 360} 
1170,         12,         12,          0,760.000000,69.739293,         59,       1180,          5,'{0, 360, 560, 560, 560, 560, 560, 360} 
1190,         13,         13,          0,760.000000,63.826099,         60,       1200,          6,'{0, 560, 560, 560, 560, 560, 560, 360} 
1210,         14,         14,          0,760.000000,58.844721,         61,       1220,          7,'{760, 560, 560, 560, 560, 560, 560, 360} 
1550,         15,         14,          1,280.000000,22.589648,         78,       1560,          7,'{520, 560, 560, 560, 560, 560, 560, 360} 
1950,         16,         14,          2,340.000000,22.661853,         98,       1960,          3,'{520, 560, 560, 560, 300, 560, 560, 360} 
2350,         17,         14,          3,340.000000,21.333050,        118,       2360,          4,'{520, 560, 560, 300, 300, 560, 560, 360} 
2750,         18,         14,          4,340.000000,20.074058,        138,       2760,          2,'{520, 560, 560, 300, 300, 300, 560, 360} 
3150,         19,         14,          5,340.000000,18.951266,        158,       3160,          2,'{520, 560, 560, 300, 300, 160, 560, 360} 
3550,         20,         14,          6,340.000000,17.947563,        178,       3560,          1,'{520, 560, 560, 300, 300, 160, 300, 360} 
3950,         21,         14,          7,340.000000,17.045122,        198,       3960,          7,'{286.667, 560, 560, 300, 300, 160, 300, 360} 
4350,         22,         14,          8,340.000000,16.229324,        218,       4360,          7,'{156.667, 560, 560, 300, 300, 160, 300, 360} 
4750,         23,         14,          9,340.000000,15.488231,        238,       4760,          4,'{156.667, 560, 560, 160, 300, 160, 300, 360} 
5150,         24,         14,         10,340.000000,14.812010,        258,       5160,          5,'{156.667, 560, 300, 160, 300, 160, 300, 360} 
5550,         25,         14,         11,340.000000,14.192480,        278,       5560,          2,'{156.667, 560, 300, 160, 300, 100, 300, 360} 
5950,         26,         14,         12,340.000000,13.622788,        298,       5960,          1,'{156.667, 560, 300, 160, 300, 100, 160, 360} 
6750,         27,         14,         13,340.000000,13.097140,        338,       6760,          2,'{156.667, 560, 300, 160, 300, 73.3333, 160, 360} 
7150,         28,         14,         14,340.000000,12.610612,        358,       7160,          7,'{99.3333, 560, 300, 160, 300, 73.3333, 160, 360} 
7550,         29,         14,         15,340.000000,12.158987,        378,       7560,          5,'{99.3333, 560, 160, 160, 300, 73.3333, 160, 360} 
8350,         30,         14,         16,340.000000,11.738633,        418,       8360,          2,'{99.3333, 560, 160, 160, 300, 59.0476, 160, 360} 
9150,         31,         14,         17,340.000000,11.346408,        458,       9160,          4,'{99.3333, 560, 160, 100, 300, 59.0476, 160, 360} 
9550,         32,         14,         18,340.000000,10.979575,        478,       9560,          6,'{99.3333, 300, 160, 100, 300, 59.0476, 160, 360} 
9950,         33,         14,         19,340.000000,10.635745,        498,       9960,          6,'{99.3333, 160, 160, 100, 300, 59.0476, 160, 360} 
10350,         34,         14,         20,340.000000,10.312816,        518,      10360,          7,'{73.2222, 160, 160, 100, 300, 59.0476, 160, 360} 
10750,         35,         14,         21,340.000000,10.008938,        538,      10760,          1,'{73.2222, 160, 160, 100, 300, 59.0476, 100, 360} 
11550,         36,         14,         22,340.000000,9.722470,        578,      11560,          7,'{59.0317, 160, 160, 100, 300, 59.0476, 100, 360} 
11950,         37,         14,         23,340.000000,9.451959,        598,      11960,          1,'{59.0317, 160, 160, 100, 300, 59.0476, 73.3333, 360} 
12750,         38,         14,         24,340.000000,9.196104,        638,      12760,          5,'{59.0317, 160, 100, 100, 300, 59.0476, 73.3333, 360} 
13150,         39,         14,         25,340.000000,8.953746,        658,      13160,          5,'{59.0317, 160, 73.3333, 100, 300, 59.0476, 73.3333, 360} 
13550,         40,         14,         26,340.000000,8.723844,        678,      13560,          7,'{49.879, 160, 73.3333, 100, 300, 59.0476, 73.3333, 360} 
13950,         41,         14,         27,340.000000,8.505460,        698,      13960,          4,'{49.879, 160, 73.3333, 73.3333, 300, 59.0476, 73.3333, 360} 
14350,         42,         14,         28,340.000000,8.297749,        718,      14360,          6,'{49.879, 100, 73.3333, 73.3333, 300, 59.0476, 73.3333, 360} 
14750,         43,         14,         29,340.000000,8.099948,        738,      14760,          1,'{49.879, 100, 73.3333, 73.3333, 300, 59.0476, 59.0476, 360} 
15150,         44,         14,         30,340.000000,7.911362,        758,      15160,          1,'{49.879, 100, 73.3333, 73.3333, 300, 59.0476, 49.881, 360} 
15550,         45,         14,         31,340.000000,7.731364,        778,      15560,          7,'{43.3199, 100, 73.3333, 73.3333, 300, 59.0476, 49.881, 360} 
15950,         46,         14,         32,340.000000,7.559377,        798,      15960,          2,'{43.3199, 100, 73.3333, 73.3333, 300, 49.881, 49.881, 360} 
17150,         47,         14,         33,340.000000,7.394880,        858,      17160,          4,'{43.3199, 100, 73.3333, 59.0476, 300, 49.881, 49.881, 360} 
17550,         48,         14,         34,340.000000,7.237393,        878,      17560,          5,'{43.3199, 100, 59.0476, 59.0476, 300, 49.881, 49.881, 360} 
17950,         49,         14,         35,340.000000,7.086477,        898,      17960,          2,'{43.3199, 100, 59.0476, 59.0476, 300, 43.3201, 49.881, 360} 
18350,         50,         14,         36,340.000000,6.941730,        918,      18360,          0,'{43.3199, 100, 59.0476, 59.0476, 300, 43.3201, 49.881, 350} 
18750,         51,         14,         37,340.000000,6.802779,        938,      18760,          5,'{43.3199, 100, 49.881, 59.0476, 300, 43.3201, 49.881, 350} 
19150,         52,         14,         38,340.000000,6.669284,        958,      19160,          1,'{43.3199, 100, 49.881, 59.0476, 300, 43.3201, 43.3201, 350} 
19550,         53,         14,         39,340.000000,6.540930,        978,      19560,          7,'{38.332, 100, 49.881, 59.0476, 300, 43.3201, 43.3201, 350} 
19950,         54,         14,         40,340.000000,6.417425,        998,      19960,          4,'{38.332, 100, 49.881, 49.881, 300, 43.3201, 43.3201, 350} 
